age,ast,blk,date_game,drb,fg,fg3,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,pts,stl,team_id,tov,trb
21-284,4,0,2003-10-28,3,8,0,1,.444,18,2,.667,3,@,L (-15),6.4,1,41:00,PHI,1,3,18,0,MIA,5,4
21-285,4,0,2003-10-29,1,2,1,2,.167,12,0,,0,@,L (-23),0.2,1,34:00,BOS,1,5,5,1,MIA,0,2
21-287,2,1,2003-10-31,1,1,0,0,.111,9,2,1.000,2,,L (-12),-0.5,1,23:00,DET,2,1,4,0,MIA,2,3
21-295,5,1,2003-11-08,3,8,1,2,.381,21,2,.500,4,,L (-9),8.6,1,41:00,MIN,0,3,19,1,MIA,3,3
21-298,5,0,2003-11-11,5,4,0,1,.444,9,3,.750,4,@,L (-20),9.7,1,38:00,HOU,0,3,11,3,MIA,3,5
21-299,5,1,2003-11-12,4,5,0,1,.294,17,4,.800,5,,W (+5),7.0,1,35:00,CLE,3,3,14,0,MIA,3,7
21-301,6,0,2003-11-14,2,3,0,1,.300,10,1,.500,2,,W (+4),7.3,1,33:00,WAS,3,1,7,3,MIA,3,5
21-303,1,1,2003-11-16,1,4,0,0,.400,10,2,.500,4,@,L (-22),-0.1,1,26:00,LAL,0,4,10,1,MIA,5,1
21-305,5,0,2003-11-18,3,8,0,0,.533,15,2,.667,3,@,W (+7),14.3,1,34:00,SEA,2,2,18,4,MIA,5,5
21-306,4,2,2003-11-19,2,9,0,2,.563,16,6,.667,9,@,L (-1),17.0,1,36:00,POR,4,2,24,0,MIA,5,6
21-308,3,0,2003-11-21,2,5,0,2,.294,17,3,.750,4,@,L (-10),5.0,1,33:00,GSW,4,3,13,2,MIA,4,6
21-309,5,0,2003-11-22,2,9,2,3,.500,18,7,1.000,7,@,L (-2),20.1,1,37:00,PHO,2,1,27,1,MIA,4,4
21-312,4,1,2003-11-25,3,3,0,2,.273,11,0,,0,,W (+4),-0.2,1,32:00,NOH,1,2,6,0,MIA,4,4
21-315,8,0,2003-11-28,2,5,0,1,.333,15,1,.500,2,@,L (-12),7.6,1,40:00,ATL,3,2,11,2,MIA,4,5
21-316,5,1,2003-11-29,3,6,0,1,.400,15,4,1.000,4,,W (+12),15.2,1,40:00,TOR,2,3,16,2,MIA,0,5
21-320,4,0,2003-12-03,3,6,0,1,.667,9,3,1.000,3,@,L (-14),13.4,1,41:00,DET,4,3,15,1,MIA,4,7
21-322,4,2,2003-12-05,1,9,0,0,.529,17,3,1.000,3,,L (-3),19.8,1,44:00,PHI,2,2,21,3,MIA,1,3
21-323,1,0,2003-12-06,1,7,0,0,.467,15,0,,0,,L (-16),6.1,1,34:00,SAS,2,4,14,1,MIA,2,3
21-326,5,2,2003-12-09,6,7,0,0,.538,13,4,.800,5,,W (+20),18.9,1,33:00,PHO,1,2,18,3,MIA,2,7
21-329,2,1,2003-12-12,2,6,0,0,.545,11,2,.400,5,,W (+3),7.0,1,35:00,MEM,2,4,14,0,MIA,3,4
21-331,4,1,2003-12-14,2,9,0,1,.529,17,5,.625,8,@,W (+1),14.5,1,39:00,TOR,1,2,23,1,MIA,4,3
21-333,8,1,2003-12-16,2,15,0,1,.682,22,2,.667,3,,W (+18),30.7,1,38:00,ATL,4,3,32,1,MIA,1,6
21-334,3,0,2003-12-17,3,9,1,1,.529,17,3,1.000,3,@,L (-11),16.3,1,44:00,PHI,0,1,22,4,MIA,4,3
21-336,3,1,2003-12-19,1,7,1,1,.389,18,6,.857,7,@,L (-14),13.2,1,35:00,MEM,3,2,21,0,MIA,2,4
21-338,8,1,2003-12-21,3,10,3,3,.625,16,10,.833,12,,W (+11),31.4,1,39:00,GSW,0,2,33,1,MIA,1,3
21-340,4,1,2003-12-23,4,8,0,2,.500,16,4,.800,5,,W (+7),14.6,1,41:00,WAS,1,1,20,0,MIA,2,5
21-343,3,1,2003-12-26,3,6,0,0,.545,11,5,.833,6,@,W (+8),11.2,1,37:00,WAS,0,2,17,2,MIA,5,3
21-346,8,0,2003-12-29,3,4,0,0,.400,10,2,.333,6,@,W (+7),6.8,1,36:00,CHI,1,1,10,0,MIA,3,4
21-347,6,2,2003-12-30,2,3,0,0,.500,6,0,.000,2,@,L (-29),1.2,1,39:00,NYK,0,3,6,0,MIA,6,2
22-011,5,1,2004-01-28,2,6,0,0,.500,12,3,.600,5,@,L (-1),13.7,0,24:00,CLE,1,0,15,1,MIA,1,3
22-013,4,1,2004-01-30,3,5,0,0,.714,7,4,.667,6,,W (+9),14.5,1,40:00,LAC,0,3,14,4,MIA,3,3
22-014,3,0,2004-01-31,3,5,0,0,.500,10,0,.000,1,@,W (+24),9.2,1,29:00,NOH,2,2,10,3,MIA,2,5
22-016,6,1,2004-02-02,2,7,0,0,.500,14,3,.750,4,,L (-2),12.7,1,38:00,DET,2,2,17,1,MIA,4,4
22-022,2,0,2004-02-08,4,5,0,0,.714,7,5,.500,10,@,L (-6),10.9,0,26:00,IND,0,2,15,1,MIA,2,4
22-024,3,0,2004-02-10,2,7,0,0,.583,12,5,.714,7,,L (-15),14.8,1,42:00,LAL,1,3,19,1,MIA,1,3
22-025,5,0,2004-02-11,4,10,0,0,.625,16,7,.778,9,@,W (+13),21.3,1,40:00,ORL,6,4,27,0,MIA,5,10
22-031,2,1,2004-02-17,4,8,1,3,.615,13,14,.824,17,,W (+12),22.0,1,38:00,UTA,0,3,31,1,MIA,5,4
22-034,7,1,2004-02-20,0,8,2,2,.667,12,4,.800,5,,W (+33),22.0,1,30:00,ATL,2,1,22,0,MIA,1,2
22-035,0,1,2004-02-21,3,13,0,1,.542,24,2,1.000,2,,W (+16),19.4,1,38:00,DEN,4,1,28,1,MIA,2,7
22-037,5,1,2004-02-23,2,5,0,1,.333,15,2,.500,4,,L (-8),9.5,1,41:00,POR,2,1,12,5,MIA,4,4
22-042,7,0,2004-02-28,8,5,0,1,.294,17,7,.875,8,@,L (-6),5.7,1,43:00,NJN,1,5,17,3,MIA,10,9
22-043,5,0,2004-02-29,5,0,0,1,.000,7,6,1.000,6,@,L (-4),1.1,1,25:00,MIL,0,0,6,0,MIA,5,5
22-052,2,0,2004-03-09,1,3,0,0,.375,8,3,.750,4,,W (+11),4.2,0,22:00,ORL,1,1,9,2,MIA,4,2
22-053,4,0,2004-03-10,1,5,0,1,.357,14,1,1.000,1,@,L (-11),4.8,0,30:00,NOH,1,3,11,0,MIA,1,2
22-055,6,0,2004-03-12,2,3,0,0,.333,9,0,,0,,W (+8),2.3,0,23:00,SEA,0,1,6,0,MIA,3,2
22-057,4,0,2004-03-14,2,6,0,0,.667,9,4,1.000,4,,W (+9),11.9,1,29:00,NJN,0,4,16,2,MIA,4,2
22-059,2,0,2004-03-16,5,8,0,0,.500,16,7,1.000,7,,W (+13),18.3,1,37:00,NOH,2,5,23,6,MIA,5,7
22-063,8,0,2004-03-20,4,7,0,0,.538,13,3,.750,4,,W (+32),14.0,1,33:00,PHI,1,2,17,0,MIA,3,5
22-064,6,1,2004-03-21,3,10,0,0,.526,19,2,.500,4,@,W (+20),16.4,1,37:00,WAS,1,0,22,2,MIA,4,4
22-067,7,2,2004-03-24,3,8,0,0,.800,10,8,1.000,8,@,W (+15),21.8,1,36:00,ORL,0,4,24,1,MIA,5,3
22-069,7,0,2004-03-26,2,8,2,4,.471,17,6,.750,8,,W (+1),18.8,1,40:00,DAL,0,3,24,4,MIA,4,2
22-071,7,1,2004-03-28,4,4,0,0,.333,12,6,.750,8,@,L (-7),8.8,1,36:00,IND,0,1,14,1,MIA,5,4
22-072,7,0,2004-03-29,2,6,0,2,.400,15,9,.750,12,,W (+9),14.6,1,40:00,CHI,0,4,21,0,MIA,1,2
22-074,2,0,2004-03-31,0,4,0,1,.400,10,2,.500,4,@,W (+3),2.0,1,33:00,ATL,0,3,10,0,MIA,2,0
22-076,4,0,2004-04-02,3,3,0,1,.500,6,1,.500,2,@,L (-8),7.2,1,30:00,DET,3,3,7,1,MIA,2,6
22-077,3,0,2004-04-03,1,4,0,1,.400,10,0,,0,@,W (+14),5.0,1,19:00,CHI,0,0,8,1,MIA,1,1
22-081,4,0,2004-04-07,8,5,0,0,.417,12,6,.750,8,,W (+3),6.8,1,40:00,BOS,0,3,16,0,MIA,6,8
22-083,7,0,2004-04-09,0,5,0,0,.500,10,10,.833,12,,W (+15),22.7,1,41:00,CLE,2,2,20,5,MIA,2,2
22-084,3,0,2004-04-10,2,4,0,0,.364,11,9,.750,12,@,L (-11),11.8,1,29:00,CLE,2,0,17,0,MIA,2,4
22-086,5,0,2004-04-12,2,4,2,4,.364,11,1,.500,2,@,W (+7),3.8,1,32:00,BOS,2,3,11,0,MIA,5,4
22-088,4,2,2004-04-14,2,4,0,1,.444,9,5,.714,7,,W (+12),12.9,1,27:00,NJN,0,1,13,3,MIA,2,2
36-273,2,0,2018-10-17,6,3,0,1,.231,13,3,.750,4,@,L (-3),2.6,0,26:02,ORL,5,2,9,0,MIA,4,11
36-274,4,0,2018-10-18,6,4,0,2,.364,11,1,.500,2,@,W (+1),7.1,0,26:25,WAS,2,1,9,2,MIA,3,8
36-276,3,2,2018-10-20,2,9,2,6,.600,15,1,.500,2,,L (-1),13.5,0,24:41,CHO,1,5,21,0,MIA,3,3
36-280,4,1,2018-10-24,2,3,1,3,.300,10,0,,0,,W (+23),2.9,0,25:54,NYK,0,1,7,0,MIA,2,2
36-283,1,0,2018-10-27,1,7,4,6,.583,12,1,.500,2,,W (+9),12.2,0,20:49,POR,2,3,19,0,MIA,2,3
36-285,3,0,2018-10-29,2,2,2,5,.200,10,2,1.000,2,,L (-10),2.4,0,27:21,SAC,1,2,8,0,MIA,2,3
36-286,4,0,2018-10-30,1,6,4,6,.600,10,3,1.000,3,@,L (-12),16.7,0,24:39,CHO,0,2,19,1,MIA,1,1
36-290,3,0,2018-11-03,4,7,2,6,.538,13,3,.500,6,@,L (-5),11.4,0,26:26,ATL,0,1,19,1,MIA,4,4
36-292,2,1,2018-11-05,0,8,0,1,.533,15,2,.333,6,@,W (+5),8.1,0,28:45,DET,1,2,18,0,MIA,3,1
36-307,2,1,2018-11-20,2,2,0,3,.250,8,1,.500,2,,L (-12),0.3,0,13:56,BRK,0,3,5,0,MIA,1,2
36-310,2,1,2018-11-23,4,5,0,2,.500,10,0,,0,@,W (+7),5.9,0,24:03,CHI,0,1,10,2,MIA,4,4
36-312,6,1,2018-11-25,1,13,4,7,.591,22,5,.714,7,@,L (-10),27.8,0,34:06,TOR,4,3,35,0,MIA,3,5
36-314,3,1,2018-11-27,0,6,1,3,.545,11,5,.833,6,,L (-2),14.4,0,26:42,ATL,1,1,18,0,MIA,1,1
36-317,6,0,2018-11-30,4,6,2,5,.400,15,4,.667,6,,W (+5),13.8,0,26:47,NOP,1,1,18,0,MIA,1,5
36-319,8,1,2018-12-02,3,4,2,6,.267,15,5,1.000,5,,W (+2),13.3,0,30:26,UTA,0,0,15,1,MIA,1,3
36-321,4,1,2018-12-04,1,5,1,4,.385,13,0,,0,,L (-15),4.9,0,22:12,ORL,0,2,11,1,MIA,3,1
36-324,2,0,2018-12-07,1,0,0,3,.000,6,2,1.000,2,@,W (+17),-3.3,0,21:04,PHO,0,2,2,1,MIA,3,1
36-325,6,1,2018-12-08,4,8,5,10,.381,21,4,.500,8,@,W (+23),17.0,0,31:58,LAC,2,1,25,1,MIA,3,6
36-327,10,1,2018-12-10,5,6,0,7,.316,19,3,.750,4,@,L (-3),10.7,0,32:00,LAL,0,3,15,1,MIA,2,5
36-329,2,0,2018-12-12,1,2,1,1,.333,6,1,.500,2,@,L (-27),2.1,0,18:56,UTA,0,2,6,0,MIA,1,1
36-333,2,0,2018-12-16,3,6,3,6,.500,12,4,1.000,4,@,W (+6),12.4,0,23:10,NOP,3,0,19,0,MIA,5,6
36-337,3,0,2018-12-20,2,4,0,6,.235,17,2,1.000,2,,W (+2),1.0,0,25:48,HOU,0,1,10,1,MIA,2,2
36-339,3,0,2018-12-22,8,4,0,1,.444,9,5,.833,6,,W (+7),13.4,0,26:32,MIL,0,0,13,1,MIA,0,8
36-340,4,0,2018-12-23,1,4,1,4,.333,12,1,1.000,1,@,W (+24),5.9,0,23:42,ORL,0,1,10,0,MIA,0,1
36-343,6,1,2018-12-26,0,4,1,4,.333,12,1,.500,2,,L (-2),7.0,0,23:38,TOR,1,1,10,1,MIA,2,1
36-345,4,0,2018-12-28,5,5,0,2,.500,10,0,,0,,W (+24),10.2,0,23:49,CLE,1,2,10,2,MIA,1,6
36-347,5,1,2018-12-30,3,8,0,0,.533,15,5,.714,7,,L (-9),14.5,0,27:50,MIN,1,3,21,0,MIA,3,4
36-352,6,1,2019-01-04,3,5,0,3,.455,11,4,.667,6,,W (+6),10.9,0,25:10,WAS,0,1,14,1,MIA,3,3
36-354,3,1,2019-01-06,4,3,1,2,.375,8,4,.571,7,@,L (-24),9.4,0,22:54,ATL,0,0,11,1,MIA,1,4
36-356,6,1,2019-01-08,2,3,1,2,.429,7,3,.500,6,,L (-4),10.5,0,28:44,DEN,1,2,10,2,MIA,2,3
36-358,1,0,2019-01-10,0,8,3,5,.667,12,0,,0,,W (+16),13.1,0,22:34,BOS,0,1,19,1,MIA,2,0
36-360,5,1,2019-01-12,3,4,1,4,.364,11,1,.500,2,,W (+4),7.8,0,24:51,MEM,0,2,10,0,MIA,0,3
36-363,4,0,2019-01-15,3,4,1,3,.571,7,0,,0,@,L (-38),7.0,0,22:08,MIL,0,1,9,0,MIA,2,3
37-001,8,0,2019-01-18,4,10,0,2,.714,14,0,.000,1,@,L (-5),14.4,0,28:29,DET,0,3,20,0,MIA,5,4
37-002,7,0,2019-01-19,7,5,2,3,.455,11,2,1.000,2,@,W (+14),11.8,0,26:47,CHI,3,4,14,0,MIA,4,10
37-004,6,0,2019-01-21,2,3,0,2,.300,10,2,1.000,2,@,L (-8),5.2,0,23:11,BOS,0,2,8,1,MIA,2,2
37-006,4,0,2019-01-23,2,6,0,2,.429,14,1,.500,2,,L (-12),9.3,0,23:19,LAC,1,0,13,1,MIA,1,3
37-008,3,0,2019-01-25,5,5,1,3,.357,14,2,1.000,2,@,W (+6),6.5,0,28:00,CLE,1,0,13,0,MIA,3,6
37-010,10,0,2019-01-27,5,5,1,2,.417,12,4,1.000,4,@,W (+9),11.9,0,27:43,NYK,0,3,15,1,MIA,5,5
37-015,6,0,2019-02-01,0,2,0,3,.250,8,3,.750,4,,L (-16),5.9,0,22:35,OKC,1,2,7,3,MIA,3,1
37-016,4,1,2019-02-02,4,7,3,6,.467,15,4,1.000,4,,L (-7),17.6,0,27:22,IND,2,2,21,0,MIA,1,6
37-019,3,1,2019-02-05,7,9,0,0,.529,17,4,1.000,4,@,W (+10),18.6,0,28:50,POR,2,1,22,0,MIA,1,9
37-022,4,0,2019-02-08,3,6,3,7,.429,14,0,.000,1,@,L (-6),8.6,0,25:54,SAC,1,0,15,0,MIA,3,4
37-024,9,1,2019-02-10,3,5,0,3,.357,14,0,.000,3,@,L (-2),10.0,0,28:56,GSW,3,0,10,1,MIA,2,6
37-025,3,0,2019-02-11,1,4,0,2,.444,9,0,,0,@,L (-16),5.9,0,22:08,DEN,0,2,8,2,MIA,1,1
37-027,1,1,2019-02-13,1,9,1,3,.643,14,3,.750,4,@,W (+11),14.0,0,22:06,DAL,1,2,22,0,MIA,3,2
35-273,3,2,2017-10-17,1,3,0,1,.300,10,2,1.000,2,,W (+3),2.3,1,28:30,BOS,1,1,8,0,CLE,4,2
35-276,3,0,2017-10-20,2,2,0,1,.286,7,0,,0,@,W (+19),-0.6,1,26:15,MIL,0,3,4,1,CLE,3,2
35-277,4,0,2017-10-21,1,2,1,1,.250,8,0,,0,,L (-21),2.6,1,16:05,ORL,1,1,5,0,CLE,1,2
